om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
618905,2016,06,16,2016-06-16,16:18:00,3,VA,51,0,1.00,0,0,0,0,39.0400,-77.7300,39.0400,-77.7300,0,0,0,0,0,107,0,0,0
618906,2016,06,16,2016-06-16,16:22:00,3,VA,51,0,1.75,0,0,0,0,38.9800,-77.7800,38.9800,-77.7800,0,0,0,0,0,107,0,0,0
618907,2016,06,16,2016-06-16,16:30:00,3,VA,51,0,1.50,0,0,0,0,38.9700,-77.7400,38.9700,-77.7400,0,0,0,0,0,107,0,0,0
618908,2016,06,16,2016-06-16,16:36:00,3,WV,54,0,1.00,0,0,0,0,38.3400,-80.7100,38.3400,-80.7100,0,0,0,0,0,67,0,0,0
618909,2016,06,16,2016-06-16,16:39:00,3,KY,21,0,1.00,0,0,0,0,37.2200,-86.9300,37.2200,-86.9300,0,0,0,0,0,177,0,0,0
618910,2016,06,16,2016-06-16,16:59:00,3,VA,51,0,2.00,0,0,0,0,38.8400,-77.6400,38.8400,-77.6400,0,0,0,0,0,153,0,0,0
618911,2016,06,16,2016-06-16,17:02:00,3,WV,54,0,1.00,0,0,0,0,38.3000,-80.8400,38.3000,-80.8400,0,0,0,0,0,67,0,0,0
618912,2016,06,16,2016-06-16,17:05:00,3,WV,54,0,2.10,0,0,0,0,38.2800,-80.8400,38.2800,-80.8400,0,0,0,0,0,67,0,0,0
618913,2016,06,16,2016-06-16,17:22:00,3,VA,51,0,1.00,0,0,0,0,38.2700,-78.1200,38.2700,-78.1200,0,0,0,0,0,137,0,0,0
618914,2016,06,16,2016-06-16,17:55:00,3,VA,51,0,1.25,0,0,0,0,38.1500,-77.9700,38.1500,-77.9700,0,0,0,0,0,137,0,0,0
618915,2016,06,16,2016-06-16,17:55:00,3,VA,51,0,1.25,0,0,0,0,38.1600,-77.9100,38.1600,-77.9100,0,0,0,0,0,177,0,0,0
618916,2016,06,16,2016-06-16,18:05:00,3,VA,51,0,1.75,0,0,0,0,38.0800,-77.8800,38.0800,-77.8800,0,0,0,0,0,109,0,0,0
618917,2016,06,16,2016-06-16,18:08:00,3,WV,54,0,0.75,0,0,0,0,37.6350,-82.1700,37.6350,-82.1700,0,0,0,0,0,59,0,0,0
618918,2016,06,16,2016-06-16,18:10:00,3,VA,51,0,1.00,0,0,0,0,37.7747,-79.9412,37.7747,-79.9412,0,0,0,0,0,5,0,0,0
618919,2016,06,16,2016-06-16,18:15:00,3,VA,51,0,1.50,0,0,0,0,38.1200,-77.8600,38.1200,-77.8600,0,0,0,0,0,177,0,0,0
618920,2016,06,16,2016-06-16,18:30:00,3,KY,21,0,1.00,0,0,0,0,37.4000,-82.2300,37.4000,-82.2300,0,0,0,0,0,195,0,0,0
618921,2016,06,16,2016-06-16,18:56:00,3,MO,29,0,1.00,0,0,0,0,38.2400,-93.3800,38.2400,-93.3800,0,0,0,0,0,15,0,0,0
618922,2016,06,16,2016-06-16,19:00:00,3,VA,51,0,2.00,0,0,0,0,38.0200,-77.5200,38.0200,-77.5200,0,0,0,0,0,33,0,0,0
618923,2016,06,16,2016-06-16,19:06:00,3,VA,51,0,1.00,0,0,0,0,38.0200,-77.5200,38.0200,-77.5200,0,0,0,0,0,33,0,0,0
618924,2016,06,16,2016-06-16,19:10:00,3,VA,51,0,1.00,0,0,0,0,38.0000,-77.5400,38.0000,-77.5400,0,0,0,0,0,33,0,0,0
618925,2016,06,16,2016-06-16,19:20:00,3,KY,21,0,1.00,0,0,0,0,37.3000,-82.3500,37.3000,-82.3500,0,0,0,0,0,195,0,0,0
618926,2016,06,16,2016-06-16,20:20:00,3,ND,38,0,0.88,0,0,0,0,46.7300,-101.0200,46.7300,-101.0200,0,0,0,0,0,59,0,0,0
618927,2016,06,16,2016-06-16,21:00:00,3,ND,38,0,1.00,0,0,0,0,46.3700,-101.1100,46.3700,-101.1100,0,0,0,0,0,59,0,0,0
618928,2016,06,16,2016-06-16,22:00:00,3,ND,38,0,1.75,0,0,0,0,46.3200,-101.0400,46.3200,-101.0400,0,0,0,0,0,59,0,0,0
618929,2016,06,17,2016-06-17,00:10:00,3,MT,30,0,1.25,0,0,0,0,46.5800,-104.1600,46.5800,-104.1600,0,0,0,0,0,25,0,0,0
618930,2016,06,17,2016-06-17,00:15:00,3,ND,38,0,1.75,0,0,0,0,46.5800,-103.6500,46.5800,-103.6500,0,0,0,0,0,87,0,0,0
618931,2016,06,17,2016-06-17,00:16:00,3,MO,29,0,0.75,0,0,0,0,37.0800,-93.2000,37.0800,-93.2000,0,0,0,0,0,43,0,0,0
618932,2016,06,17,2016-06-17,01:25:00,3,ND,38,0,1.00,0,0,0,0,46.5100,-101.1600,46.5100,-101.1600,0,0,0,0,0,59,0,0,0
618933,2016,06,17,2016-06-17,01:55:00,3,ND,38,0,0.75,0,0,0,0,46.5500,-100.9000,46.5500,-100.9000,0,0,0,0,0,59,0,0,0
618934,2016,06,17,2016-06-17,02:00:00,3,ND,38,0,1.50,0,0,0,0,46.3700,-102.3300,46.3700,-102.3300,0,0,0,0,0,41,0,0,0
618935,2016,06,17,2016-06-17,02:05:00,3,ND,38,0,1.50,0,0,250000,50000,46.9000,-102.0500,46.9000,-102.0500,0,0,0,0,0,59,0,0,0
618936,2016,06,17,2016-06-17,02:20:00,3,ND,38,0,0.75,0,0,0,0,46.8200,-101.8300,46.8200,-101.8300,0,0,0,0,0,59,0,0,0
618937,2016,06,17,2016-06-17,02:51:00,3,ND,38,0,1.00,0,0,0,0,46.8500,-101.4100,46.8500,-101.4100,0,0,0,0,0,59,0,0,0
618938,2016,06,17,2016-06-17,03:01:00,3,ND,38,0,1.00,0,0,0,0,46.5100,-101.2000,46.5100,-101.2000,0,0,0,0,0,59,0,0,0
618939,2016,06,17,2016-06-17,03:21:00,3,ND,38,0,0.88,0,0,0,0,46.8300,-100.8900,46.8300,-100.8900,0,0,0,0,0,59,0,0,0
618940,2016,06,17,2016-06-17,03:25:00,3,ND,38,0,1.50,0,0,0,0,46.8800,-100.8200,46.8800,-100.8200,0,0,0,0,0,15,0,0,0
618941,2016,06,17,2016-06-17,03:30:00,3,ND,38,0,3.25,0,0,50000000,250000,46.8233,-100.8147,46.9219,-100.6966,0,0,0,0,0,15,0,0,0
618942,2016,06,17,2016-06-17,03:40:00,3,ND,38,0,1.00,0,0,0,0,46.9500,-100.7800,46.9500,-100.7800,0,0,0,0,0,15,0,0,0
618943,2016,06,17,2016-06-17,04:10:00,3,ND,38,0,2.50,0,0,15000,20000,46.8900,-100.1400,46.8900,-100.1400,0,0,0,0,0,15,0,0,0
618944,2016,06,17,2016-06-17,04:10:00,3,ND,38,0,3.00,0,0,50000,50000,46.8400,-100.1400,46.8400,-100.1400,0,0,0,0,0,15,0,0,0
618945,2016,06,17,2016-06-17,04:15:00,3,MN,27,0,1.00,0,0,0,0,48.9000,-96.6600,48.9000,-96.6600,0,0,0,0,0,69,0,0,0
618946,2016,06,17,2016-06-17,04:35:00,3,MN,27,0,1.25,0,0,0,0,48.9300,-96.4800,48.9300,-96.4800,0,0,0,0,0,69,0,0,0
618947,2016,06,17,2016-06-17,05:00:00,3,ND,38,0,1.00,0,0,0,25000,47.7600,-99.4300,47.7600,-99.4300,0,0,0,0,0,103,0,0,0
618948,2016,06,17,2016-06-17,05:20:00,3,ND,38,0,2.75,0,0,0,0,47.8300,-99.1200,47.8300,-99.1200,0,0,0,0,0,27,0,0,0
618949,2016,06,17,2016-06-17,05:37:00,3,ND,38,0,2.50,0,0,0,0,47.8800,-98.9200,47.8800,-98.9200,0,0,0,0,0,5,0,0,0
618950,2016,06,17,2016-06-17,05:40:00,3,ND,38,0,2.00,0,0,0,0,47.9100,-98.9800,47.9100,-98.9800,0,0,0,0,0,5,0,0,0
618951,2016,06,17,2016-06-17,07:41:00,3,MN,27,0,0.88,0,0,0,0,46.7900,-96.3200,46.7900,-96.3200,0,0,0,0,0,27,0,0,0
618952,2016,06,17,2016-06-17,07:51:00,3,MN,27,0,1.00,0,0,0,0,47.7800,-95.7000,47.7800,-95.7000,0,0,0,0,0,119,0,0,0
618953,2016,06,17,2016-06-17,08:15:00,3,MN,27,0,1.50,0,0,0,0,47.5100,-95.5700,47.5100,-95.5700,0,0,0,0,0,119,0,0,0
618954,2016,06,17,2016-06-17,08:16:00,3,MN,27,0,1.50,0,0,0,0,47.5200,-95.5500,47.5200,-95.5500,0,0,0,0,0,29,0,0,0
618955,2016,06,17,2016-06-17,08:25:00,3,MN,27,0,0.75,0,0,0,0,46.2800,-96.0700,46.2800,-96.0700,0,0,0,0,0,111,0,0,0
618956,2016,06,17,2016-06-17,08:30:00,3,MN,27,0,1.00,0,0,0,0,46.8600,-95.6900,46.8600,-95.6900,0,0,0,0,0,5,0,0,0
618957,2016,06,17,2016-06-17,08:35:00,3,MN,27,0,1.25,0,0,0,0,47.3000,-95.3400,47.3000,-95.3400,0,0,0,0,0,29,0,0,0
618958,2016,06,17,2016-06-17,08:50:00,3,MN,27,0,0.88,0,0,0,0,47.6000,-95.1300,47.6000,-95.1300,0,0,0,0,0,7,0,0,0
618959,2016,06,17,2016-06-17,08:50:00,3,MN,27,0,1.00,0,0,0,0,48.9100,-95.3200,48.9100,-95.3200,0,0,0,0,0,135,0,0,0
618960,2016,06,17,2016-06-17,09:00:00,3,MN,27,0,1.25,0,0,0,0,46.5500,-95.4700,46.5500,-95.4700,0,0,0,0,0,111,0,0,0
618961,2016,06,17,2016-06-17,09:05:00,3,MN,27,0,1.00,0,0,0,0,48.2100,-94.5500,48.2100,-94.5500,0,0,0,0,0,7,0,0,0
618962,2016,06,17,2016-06-17,09:15:00,3,MN,27,0,0.75,0,0,0,0,48.1800,-94.4300,48.1800,-94.4300,0,0,0,0,0,7,0,0,0
618963,2016,06,17,2016-06-17,09:31:00,3,MN,27,0,0.75,0,0,0,0,47.1600,-95.1300,47.1600,-95.1300,0,0,0,0,0,57,0,0,0
618964,2016,06,17,2016-06-17,09:35:00,3,MN,27,0,1.00,0,0,0,0,46.5200,-95.2700,46.5200,-95.2700,0,0,0,0,0,111,0,0,0
618965,2016,06,17,2016-06-17,09:40:00,3,MN,27,0,1.25,0,0,0,0,46.9200,-94.8700,46.9200,-94.8700,0,0,0,0,0,57,0,0,0
618966,2016,06,17,2016-06-17,09:54:00,3,MN,27,0,1.00,0,0,0,0,46.3000,-95.1900,46.3000,-95.1900,0,0,0,0,0,111,0,0,0
618967,2016,06,17,2016-06-17,09:55:00,3,MN,27,0,1.00,0,0,0,0,46.3800,-95.1300,46.3800,-95.1300,0,0,0,0,0,159,0,0,0
618968,2016,06,17,2016-06-17,10:01:00,3,MN,27,0,0.88,0,0,0,0,46.3000,-95.1500,46.3000,-95.1500,0,0,0,0,0,153,0,0,0
618969,2016,06,17,2016-06-17,10:08:00,3,MN,27,0,1.00,0,0,0,0,46.2700,-95.0600,46.2700,-95.0600,0,0,0,0,0,153,0,0,0
618970,2016,06,17,2016-06-17,10:35:00,3,MN,27,0,1.00,0,0,0,0,46.0200,-95.1100,46.0200,-95.1100,0,0,0,0,0,153,0,0,0
618971,2016,06,17,2016-06-17,10:45:00,3,SC,45,0,0.75,0,0,0,0,34.6400,-81.5200,34.6400,-81.5200,0,0,0,0,0,87,0,0,0
618972,2016,06,17,2016-06-17,10:50:00,3,MN,27,0,0.88,0,0,0,0,45.9900,-94.9600,45.9900,-94.9600,0,0,0,0,0,153,0,0,0
618973,2016,06,17,2016-06-17,10:53:00,3,SC,45,0,1.00,0,0,0,0,34.5900,-81.4600,34.5900,-81.4600,0,0,0,0,0,87,0,0,0
618974,2016,06,17,2016-06-17,10:58:00,3,MN,27,0,0.88,0,0,0,0,46.5800,-95.9300,46.5800,-95.9300,0,0,0,0,0,111,0,0,0
618975,2016,06,17,2016-06-17,11:10:00,3,GA,13,0,1.00,0,0,0,0,34.2100,-84.5300,34.2100,-84.5300,0,0,0,0,0,57,0,0,0
618976,2016,06,17,2016-06-17,11:35:00,3,MN,27,0,1.00,0,0,0,0,46.3700,-95.8600,46.3700,-95.8600,0,0,0,0,0,111,0,0,0
618977,2016,06,17,2016-06-17,11:35:00,3,SC,45,0,1.00,0,0,0,0,34.0700,-81.2200,34.0700,-81.2200,0,0,0,0,0,63,0,0,0
618978,2016,06,17,2016-06-17,11:45:00,3,SC,45,0,1.00,0,0,0,0,33.9800,-80.9200,33.9800,-80.9200,0,0,0,0,0,79,0,0,0
618979,2016,06,17,2016-06-17,11:45:00,3,SC,45,0,1.00,0,0,0,0,33.9900,-80.9500,33.9900,-80.9500,0,0,0,0,0,79,0,0,0
618980,2016,06,17,2016-06-17,11:45:00,3,SC,45,0,0.88,0,0,0,0,34.0200,-80.9900,34.0200,-80.9900,0,0,0,0,0,79,0,0,0
618981,2016,06,17,2016-06-17,11:45:00,3,GA,13,0,1.00,0,0,0,0,33.9628,-84.0243,33.9628,-84.0243,0,0,0,0,0,135,0,0,0
618982,2016,06,17,2016-06-17,12:00:00,3,SC,45,0,1.00,0,0,0,0,34.0600,-81.0500,34.0600,-81.0500,0,0,0,0,0,79,0,0,0
618983,2016,06,17,2016-06-17,12:05:00,3,SC,45,0,1.00,0,0,0,0,34.1900,-80.6700,34.1900,-80.6700,0,0,0,0,0,55,0,0,0
618984,2016,06,17,2016-06-17,12:05:00,3,AL,01,0,1.00,0,0,0,0,34.2800,-87.1600,34.2800,-87.1600,0,0,0,0,0,133,0,0,0
618985,2016,06,17,2016-06-17,12:07:00,3,SC,45,0,1.25,0,0,0,0,33.9800,-80.9200,33.9800,-80.9200,0,0,0,0,0,79,0,0,0
618986,2016,06,17,2016-06-17,12:14:00,3,SC,45,0,1.00,0,0,0,0,33.9600,-80.9400,33.9600,-80.9400,0,0,0,0,0,79,0,0,0
618987,2016,06,17,2016-06-17,12:15:00,3,MS,28,0,1.00,0,0,0,0,34.2500,-89.0000,34.2500,-89.0000,0,0,0,0,0,115,0,0,0
618988,2016,06,17,2016-06-17,12:21:00,3,MS,28,0,0.88,0,0,0,0,34.3718,-89.5156,34.3718,-89.5156,0,0,0,0,0,71,0,0,0
618989,2016,06,17,2016-06-17,12:24:00,3,MS,28,0,1.00,0,0,0,0,34.6500,-88.5500,34.6500,-88.5500,0,0,0,0,0,117,0,0,0
618990,2016,06,17,2016-06-17,12:25:00,3,MS,28,0,0.75,0,0,0,0,33.6800,-88.3300,33.6800,-88.3300,0,0,0,0,0,87,0,0,0
618991,2016,06,17,2016-06-17,12:30:00,3,GA,13,0,0.88,0,0,0,0,34.0100,-85.0900,34.0100,-85.0900,0,0,0,0,0,233,0,0,0
618992,2016,06,17,2016-06-17,12:38:00,3,MN,27,0,1.00,0,0,0,0,45.5000,-94.6600,45.5000,-94.6600,0,0,0,0,0,145,0,0,0
618993,2016,06,17,2016-06-17,12:42:00,3,MN,27,0,1.50,0,0,0,0,46.2600,-95.3300,46.2600,-95.3300,0,0,0,0,0,111,0,0,0
618994,2016,06,17,2016-06-17,12:45:00,3,MN,27,0,1.00,0,0,0,0,46.2500,-95.2600,46.2500,-95.2600,0,0,0,0,0,111,0,0,0
618995,2016,06,17,2016-06-17,12:45:00,3,GA,13,0,0.75,0,0,0,0,33.3800,-82.1500,33.3800,-82.1500,0,0,0,0,0,245,0,0,0
618996,2016,06,17,2016-06-17,12:55:00,3,MN,27,0,1.00,0,0,0,0,45.5300,-94.5700,45.5300,-94.5700,0,0,0,0,0,145,0,0,0
618997,2016,06,17,2016-06-17,12:55:00,3,AL,01,0,1.75,0,0,0,0,34.1521,-85.6315,34.1521,-85.6315,0,0,0,0,0,19,0,0,0
618998,2016,06,17,2016-06-17,12:59:00,3,MN,27,0,0.75,0,0,0,0,45.4300,-94.6400,45.4300,-94.6400,0,0,0,0,0,145,0,0,0
618999,2016,06,17,2016-06-17,13:00:00,3,MN,27,0,1.00,0,0,0,0,45.3565,-94.7003,45.3565,-94.7003,0,0,0,0,0,145,0,0,0
619000,2016,06,17,2016-06-17,13:09:00,3,MN,27,0,1.75,0,0,0,0,45.4548,-94.4488,45.4548,-94.4488,0,0,0,0,0,145,0,0,0
619001,2016,06,17,2016-06-17,13:10:00,3,AL,01,0,1.00,0,0,0,0,34.0940,-85.5843,34.0940,-85.5843,0,0,0,0,0,19,0,0,0
619002,2016,06,17,2016-06-17,13:15:00,3,MN,27,0,1.00,0,0,0,0,45.3189,-94.6709,45.3189,-94.6709,0,0,0,0,0,93,0,0,0
619003,2016,06,17,2016-06-17,13:20:00,3,MN,27,0,0.88,0,0,0,0,45.3200,-94.6100,45.3200,-94.6100,0,0,0,0,0,93,0,0,0
619004,2016,06,17,2016-06-17,13:25:00,3,MN,27,0,1.75,0,0,0,0,45.2524,-94.6017,45.2100,-94.5900,0,0,0,0,0,93,0,0,0
619005,2016,06,17,2016-06-17,13:37:00,3,SC,45,0,1.00,0,0,0,0,33.1100,-80.1100,33.1100,-80.1100,0,0,0,0,0,15,0,0,0
619006,2016,06,17,2016-06-17,13:38:00,3,SC,45,0,1.00,0,0,0,0,33.0600,-80.0900,33.0600,-80.0900,0,0,0,0,0,15,0,0,0
619007,2016,06,17,2016-06-17,13:43:00,3,MN,27,0,0.75,0,0,0,0,45.9800,-95.1300,45.9800,-95.1300,0,0,0,0,0,153,0,0,0
619008,2016,06,17,2016-06-17,13:44:00,3,SC,45,0,1.00,0,0,0,0,33.0400,-80.0600,33.0400,-80.0600,0,0,0,0,0,15,0,0,0
619009,2016,06,17,2016-06-17,13:55:00,3,AL,01,0,1.75,0,0,0,0,33.9900,-85.5700,33.9900,-85.5700,0,0,0,0,0,19,0,0,0
619010,2016,06,17,2016-06-17,14:00:00,3,SC,45,0,1.00,0,0,0,0,33.2222,-81.1752,33.2222,-81.1752,0,0,0,0,0,9,0,0,0
619011,2016,06,17,2016-06-17,14:11:00,3,MN,27,0,0.75,0,0,0,0,45.1000,-94.4000,45.1000,-94.4000,0,0,0,0,0,93,0,0,0
619012,2016,06,17,2016-06-17,14:25:00,3,GA,13,0,1.00,0,0,0,0,33.4100,-85.2500,33.4100,-85.2500,0,0,0,0,0,149,0,0,0
619013,2016,06,17,2016-06-17,14:34:00,3,MN,27,0,1.00,0,0,0,0,44.9300,-96.2300,44.9300,-96.2300,0,0,0,0,0,73,0,0,0
619014,2016,06,17,2016-06-17,14:50:00,3,GA,13,0,1.00,0,0,0,0,32.7800,-84.0400,32.7800,-84.0400,0,0,0,0,0,79,0,0,0
619015,2016,06,17,2016-06-17,15:05:00,3,MN,27,0,1.00,0,0,0,250000,44.8700,-96.1400,44.8754,-96.2169,0,0,0,0,0,73,0,0,0
619016,2016,06,17,2016-06-17,15:12:00,3,MN,27,0,1.00,0,0,0,0,44.7400,-94.7100,44.7400,-94.7100,0,0,0,0,0,129,0,0,0
619017,2016,06,17,2016-06-17,15:13:00,3,KS,20,0,1.75,0,0,0,0,39.7000,-100.9800,39.7000,-100.9800,0,0,0,0,0,153,0,0,0
619018,2016,06,17,2016-06-17,15:15:00,3,MN,27,0,1.00,0,0,0,0,44.9300,-96.0500,44.9300,-96.0500,0,0,0,0,0,73,0,0,0
619019,2016,06,17,2016-06-17,15:20:00,3,MN,27,0,1.00,0,0,0,0,44.7400,-94.6200,44.7400,-94.6200,0,0,0,0,0,129,0,0,0
619020,2016,06,17,2016-06-17,15:20:00,3,MN,27,0,0.75,0,0,0,0,44.7800,-95.0000,44.7800,-95.0000,0,0,0,0,0,129,0,0,0
619021,2016,06,17,2016-06-17,15:24:00,3,KS,20,0,1.00,0,0,0,0,39.8100,-101.0400,39.8100,-101.0400,0,0,0,0,0,153,0,0,0
619022,2016,06,17,2016-06-17,15:25:00,3,KS,20,0,0.75,0,0,0,0,39.8100,-101.0400,39.8100,-101.0400,0,0,0,0,0,153,0,0,0
619023,2016,06,17,2016-06-17,15:34:00,3,KS,20,0,1.00,0,0,0,0,39.0200,-99.1900,39.0200,-99.1900,0,0,0,0,0,51,0,0,0
619024,2016,06,17,2016-06-17,15:45:00,3,MS,28,0,1.00,0,0,0,0,32.4000,-88.9800,32.4000,-88.9800,0,0,0,0,0,101,0,0,0
619025,2016,06,17,2016-06-17,15:47:00,3,CO,08,0,1.75,0,0,0,0,40.6300,-105.3900,40.6300,-105.3900,0,0,0,0,0,69,0,0,0
619026,2016,06,17,2016-06-17,15:55:00,3,AL,01,0,1.00,0,0,0,0,32.5361,-85.8929,32.5361,-85.8929,0,0,0,0,0,51,0,0,0
619027,2016,06,17,2016-06-17,16:00:00,3,FL,12,0,1.00,0,0,0,0,30.4700,-85.4200,30.4700,-85.4200,0,0,0,0,0,5,0,0,0
619028,2016,06,17,2016-06-17,16:02:00,3,MN,27,0,1.50,0,0,0,0,44.5900,-96.3500,44.5900,-96.3500,0,0,0,0,0,81,0,0,0
619029,2016,06,17,2016-06-17,16:05:00,3,MN,27,0,0.75,0,0,0,0,44.5400,-95.1100,44.5400,-95.1100,0,0,0,0,0,127,0,0,0
619030,2016,06,17,2016-06-17,16:06:00,3,NE,31,0,1.00,0,0,0,0,40.2000,-100.6200,40.2000,-100.6200,0,0,0,0,0,145,0,0,0
619031,2016,06,17,2016-06-17,16:15:00,3,GA,13,0,1.75,0,0,0,0,31.7700,-84.7800,31.7700,-84.7800,0,0,0,0,0,243,0,0,0
619032,2016,06,17,2016-06-17,16:15:00,3,FL,12,0,1.00,0,0,0,0,30.5561,-85.3531,30.5561,-85.3531,0,0,0,0,0,13,0,0,0
619033,2016,06,17,2016-06-17,16:15:00,3,KS,20,0,1.75,0,0,0,0,39.4400,-99.9400,39.4400,-99.9400,0,0,0,0,0,65,0,0,0
619034,2016,06,17,2016-06-17,16:17:00,3,KS,20,0,1.75,0,0,0,0,39.0100,-99.3900,39.0100,-99.3900,0,0,0,0,0,51,0,0,0
619035,2016,06,17,2016-06-17,16:20:00,3,KS,20,0,1.00,0,0,0,0,39.6800,-100.2900,39.6800,-100.2900,0,0,0,0,0,39,0,0,0
619036,2016,06,17,2016-06-17,16:30:00,3,KS,20,0,1.00,0,0,0,0,39.0200,-99.3900,39.0200,-99.3900,0,0,0,0,0,51,0,0,0
619037,2016,06,17,2016-06-17,16:32:00,3,MS,28,0,1.00,0,0,0,0,33.3200,-90.2300,33.3200,-90.2300,0,0,0,0,0,51,0,0,0
619038,2016,06,17,2016-06-17,16:44:00,3,KS,20,0,1.50,0,0,0,0,38.9900,-99.5300,38.9900,-99.5300,0,0,0,0,0,51,0,0,0
619039,2016,06,17,2016-06-17,16:50:00,3,NE,31,0,1.00,0,0,0,0,41.2404,-98.7939,41.2404,-98.7939,0,0,0,0,0,163,0,0,0
619040,2016,06,17,2016-06-17,16:55:00,3,FL,12,0,1.25,0,0,0,0,30.9500,-85.5100,30.9500,-85.5100,0,0,0,0,0,63,0,0,0
619041,2016,06,17,2016-06-17,16:56:00,3,KS,20,0,1.50,0,0,0,0,38.9400,-99.5600,38.9400,-99.5600,0,0,0,0,0,51,0,0,0
619042,2016,06,17,2016-06-17,17:10:00,3,NE,31,0,1.75,0,0,150000,1000000,41.2279,-98.8911,41.2500,-98.8585,0,0,0,0,0,163,0,0,0
619043,2016,06,17,2016-06-17,17:15:00,3,NE,31,0,1.75,0,0,0,0,41.8500,-99.2600,41.8500,-99.2600,0,0,0,0,0,115,0,0,0
619044,2016,06,17,2016-06-17,17:18:00,3,KS,20,0,1.00,0,0,0,0,39.8800,-99.1500,39.8800,-99.1500,0,0,0,0,0,147,0,0,0
619045,2016,06,17,2016-06-17,17:20:00,3,NE,31,0,1.00,0,0,0,0,40.3700,-101.2400,40.3700,-101.2400,0,0,0,0,0,85,0,0,0
619046,2016,06,17,2016-06-17,17:29:00,3,AR,05,0,1.25,0,0,0,0,34.4100,-93.0700,34.4100,-93.0700,0,0,0,0,0,51,0,0,0
619047,2016,06,17,2016-06-17,17:30:00,3,KS,20,0,1.00,0,0,0,0,38.9400,-99.5700,38.9400,-99.5700,0,0,0,0,0,51,0,0,0
619048,2016,06,17,2016-06-17,17:40:00,3,SD,46,0,1.00,0,0,0,0,43.4000,-97.1400,43.4000,-97.1400,0,0,0,0,0,125,0,0,0
619049,2016,06,17,2016-06-17,17:46:00,3,CO,08,0,1.50,0,0,0,0,40.6400,-102.5500,40.6400,-102.5500,0,0,0,0,0,95,0,0,0
619050,2016,06,17,2016-06-17,17:47:00,3,CO,08,0,1.25,0,0,0,0,40.6400,-102.6300,40.6400,-102.6300,0,0,0,0,0,95,0,0,0
619051,2016,06,17,2016-06-17,17:47:00,3,CO,08,0,1.25,0,0,0,0,40.6500,-102.6200,40.6500,-102.6200,0,0,0,0,0,95,0,0,0
619052,2016,06,17,2016-06-17,17:49:00,3,SD,46,0,1.50,0,0,0,0,44.3100,-96.7900,44.3100,-96.7900,0,0,0,0,0,11,0,0,0
619053,2016,06,17,2016-06-17,17:50:00,3,CO,08,0,1.25,0,0,0,0,40.6400,-102.6300,40.6400,-102.6300,0,0,0,0,0,95,0,0,0
619054,2016,06,17,2016-06-17,17:50:00,3,AR,05,0,1.00,0,0,0,0,34.5800,-94.2000,34.5800,-94.2000,0,0,0,0,0,113,0,0,0
619055,2016,06,17,2016-06-17,17:55:00,3,AR,05,0,1.25,0,0,0,0,34.5800,-94.2400,34.5800,-94.2400,0,0,0,0,0,113,0,0,0
619056,2016,06,17,2016-06-17,17:55:00,3,AR,05,0,1.75,0,0,0,0,34.5813,-94.2435,34.5813,-94.2435,0,0,0,0,0,113,0,0,0
619057,2016,06,17,2016-06-17,18:00:00,3,MS,28,0,1.75,0,0,3000,0,31.2000,-89.3000,31.2000,-89.3000,0,0,0,0,0,35,0,0,0
619058,2016,06,17,2016-06-17,18:00:00,3,MS,28,0,0.88,0,0,0,0,33.4500,-90.7500,33.4500,-90.7500,0,0,0,0,0,133,0,0,0
619059,2016,06,17,2016-06-17,18:00:00,3,KS,20,0,0.88,0,0,0,0,38.7800,-99.5300,38.7800,-99.5300,0,0,0,0,0,51,0,0,0
619060,2016,06,17,2016-06-17,18:15:00,3,CO,08,0,1.25,0,0,0,0,40.5300,-102.6300,40.5300,-102.6300,0,0,0,0,0,95,0,0,0
619061,2016,06,17,2016-06-17,18:16:00,3,NE,31,0,1.00,0,0,0,100000,40.1400,-99.8300,40.1400,-99.8300,0,0,0,0,0,65,0,0,0
619062,2016,06,17,2016-06-17,18:18:00,3,SD,46,0,1.00,0,0,0,0,44.0100,-97.1100,44.0100,-97.1100,0,0,0,0,0,79,0,0,0
619063,2016,06,17,2016-06-17,18:21:00,3,SD,46,0,1.75,0,0,0,0,44.0100,-97.1100,44.0100,-97.1100,0,0,0,0,0,79,0,0,0
619064,2016,06,17,2016-06-17,18:28:00,3,WY,56,0,0.75,0,0,0,0,42.7360,-106.2760,42.7360,-106.2760,0,0,0,0,0,25,0,0,0
619065,2016,06,17,2016-06-17,18:40:00,3,SD,46,0,1.00,0,0,0,0,43.9000,-97.2200,43.9000,-97.2200,0,0,0,0,0,79,0,0,0
619066,2016,06,17,2016-06-17,18:40:00,3,SD,46,0,1.00,0,0,0,0,43.9600,-97.1300,43.9600,-97.1300,0,0,0,0,0,79,0,0,0
619067,2016,06,17,2016-06-17,18:44:00,3,SD,46,0,0.75,0,0,0,0,43.7600,-96.4800,43.7600,-96.4800,0,0,0,0,0,99,0,0,0
619068,2016,06,17,2016-06-17,19:00:00,3,OK,40,0,0.75,0,0,0,0,34.4700,-94.6500,34.4700,-94.6500,0,0,0,0,0,89,0,0,0
619069,2016,06,17,2016-06-17,19:07:00,3,SD,46,0,1.00,0,0,0,0,43.7800,-97.3900,43.7800,-97.3900,0,0,0,0,0,87,0,0,0
